5.6859800000e-06	1.8734255454e-02
6.2839800000e-06	2.0635696094e-02
6.9448700000e-06	2.2730150925e-02
7.6752700000e-06	2.5037209117e-02
8.4824900000e-06	2.7578378176e-02
9.3746000000e-06	3.0377489746e-02
1.0360500000e-05	3.3460699615e-02
1.1450200000e-05	3.6856819721e-02
1.2654400000e-05	4.0597539513e-02
1.3985300000e-05	4.4718274440e-02
1.5456100000e-05	4.9256985435e-02
1.7081600000e-05	5.4256097255e-02
1.8878100000e-05	5.9762830495e-02
2.0863500000e-05	6.5828463770e-02
2.3057800000e-05	7.2509809364e-02
2.5482800000e-05	7.9869213220e-02
2.8162800000e-05	8.7975292384e-02
3.1124800000e-05	9.6904043430e-02
3.4398200000e-05	1.0673920843e-01
3.8015900000e-05	1.1757227748e-01
4.2014000000e-05	1.2950433215e-01
4.6432700000e-05	1.4264752130e-01
5.1316000000e-05	1.5712395422e-01
5.6713000000e-05	1.7306939076e-01
6.2677600000e-05	1.9063250160e-01
6.9269400000e-05	2.0997708291e-01
7.6554500000e-05	2.3128353232e-01
8.4605800000e-05	2.5475070028e-01
9.3503900000e-05	2.8059733702e-01
1.0333800000e-04	3.0906397150e-01
1.1420600000e-04	3.4041549625e-01
1.2621700000e-04	3.7494260532e-01
1.3949100000e-04	4.1296626119e-01
1.5416200000e-04	4.5483765139e-01
1.7037500000e-04	5.0094413731e-01
1.8829400000e-04	5.5170996357e-01
2.0809700000e-04	6.0760367232e-01
2.2998300000e-04	6.6913432006e-01
2.5417000000e-04	7.3686269211e-01
2.8090100000e-04	8.1140113891e-01
3.1044400000e-04	8.9341743030e-01
3.4309400000e-04	9.8364936460e-01
3.7917700000e-04	1.0828864520e+00
4.1905600000e-04	1.1919955225e+00
4.6312800000e-04	1.3119100622e+00
5.1183600000e-04	1.4436482377e+00
5.6566600000e-04	1.5882945253e+00
6.2515700000e-04	1.7470185295e+00
6.9090600000e-04	1.9210635064e+00
7.6356900000e-04	2.1117536961e+00
8.4387400000e-04	2.3204837408e+00
9.3262500000e-04	2.5487181580e+00
1.0307100000e-03	2.7979805796e+00
1.1391100000e-03	3.0698499914e+00
1.2589100000e-03	3.3659423433e+00
1.3913100000e-03	3.6878843799e+00
1.5376400000e-03	4.0372923189e+00
1.6993500000e-03	4.4157226525e+00
1.8780800000e-03	4.8246626172e+00
2.0756000000e-03	5.2653662809e+00
2.2938900000e-03	5.7388669948e+00
2.5351400000e-03	6.2460137519e+00
2.8017600000e-03	6.7870643935e+00
3.0964200000e-03	7.3619092575e+00
3.4220800000e-03	7.9698104481e+00
3.7819800000e-03	8.6092926715e+00
4.1797400000e-03	9.2779588940e+00
4.6193200000e-03	9.9724522474e+00
5.1051400000e-03	1.0688197881e+01
5.6420500000e-03	1.1419330543e+01
6.2354300000e-03	1.2158508527e+01
6.8912200000e-03	1.2896692743e+01
7.6159800000e-03	1.3623109494e+01
8.4169600000e-03	1.4325104181e+01
9.3021700000e-03	1.4987918588e+01
1.0280500000e-02	1.5594913125e+01
1.1361700000e-02	1.6127384277e+01
1.2556600000e-02	1.6565041486e+01
1.3877200000e-02	1.6886304660e+01
1.5336700000e-02	1.7069296587e+01
1.6949700000e-02	1.7093099412e+01
1.8732300000e-02	1.6939708716e+01
2.0702400000e-02	1.6596802562e+01
2.2879700000e-02	1.6060730286e+01
2.5285900000e-02	1.5340306865e+01
2.7945300000e-02	1.4459698129e+01
3.0884300000e-02	1.3460223531e+01
3.4132400000e-02	1.2398880547e+01
3.7722200000e-02	1.1342774695e+01
4.1689500000e-02	1.0358497057e+01
4.6074000000e-02	9.4973278306e+00
5.0919600000e-02	8.7783767766e+00
5.6274900000e-02	8.1739014722e+00
6.2193400000e-02	7.6058015898e+00
6.8734300000e-02	6.9677178362e+00
7.5963200000e-02	6.1855708201e+00
8.3952200000e-02	5.2921577863e+00
9.2781600000e-02	4.4401743023e+00
1.0254000000e-01	3.7968515064e+00
1.1332400000e-01	3.3896483384e+00
1.2524200000e-01	3.0531858093e+00
1.3841400000e-01	2.6032362348e+00
1.5297100000e-01	2.1107651216e+00
1.6905900000e-01	1.7805557954e+00
1.8683900000e-01	1.5651838281e+00
2.0648900000e-01	1.2926294855e+00
2.2820600000e-01	1.0563952074e+00
2.5220700000e-01	9.0127906499e-01
2.7873100000e-01	7.3295931952e-01
3.0804600000e-01	6.0866644895e-01
3.4044300000e-01	4.9736327100e-01
3.7624800000e-01	4.0810306171e-01
4.1581800000e-01	3.3150493225e-01
4.5955000000e-01	2.6965290035e-01
5.0788200000e-01	2.1830328475e-01
5.6129600000e-01	1.7615785761e-01
6.2032800000e-01	1.4177376892e-01
6.8556900000e-01	1.1379450024e-01
7.5767100000e-01	9.1104074314e-02
8.3735500000e-01	7.2756937410e-02
9.2542100000e-01	5.7965826917e-02
1.0227500000e+00	4.6079960620e-02
1.1303100000e+00	3.6551787836e-02
1.2491900000e+00	2.8935507522e-02
1.3805700000e+00	2.2861054389e-02
1.5257600000e+00	1.8028459727e-02
1.6862300000e+00	1.4192096830e-02
1.8635700000e+00	1.1153117723e-02
2.0595600000e+00	8.7505996142e-03
2.2761700000e+00	6.8549775767e-03
2.5155500000e+00	5.3619948895e-03
2.7801200000e+00	4.1882020524e-03
3.0725000000e+00	3.2668978037e-03
3.3956400000e+00	2.5449065135e-03
3.7527600000e+00	1.9799939877e-03
4.1474500000e+00	1.5386143893e-03
4.5836400000e+00	1.1942458783e-03
5.0657000000e+00	9.2591928436e-04
5.5984700000e+00	7.1711052149e-04
6.1872600000e+00	5.5481889751e-04
